imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote
tt0013592,6.3,365,6.6,6.0
tt0013597,5.8,551,6.1,6.0
tt0013607,5.8,158,6.0,6.0
tt0013662,6.9,418,7.3,7.0
tt0013674,7.0,500,7.0,7.0
tt0013704,6.0,118,6.8,6.0
tt0013705,5.8,136,6.2,6.0
tt0013750,6.3,968,8.2,9.0
tt0013909,5.2,319,7.3,8.0
tt0013951,6.6,505,6.8,7.0
tt0014029,6.6,1068,7.8,8.0
tt0014112,5.5,114,5.6,5.0
tt0014205,6.2,893,8.2,9.0
tt0014341,7.8,9902,7.8,8.0
tt0014358,7.4,4261,7.4,7.0
tt0014416,6.5,269,6.7,7.0
tt0014417,7.5,1889,7.6,8.0
tt0014429,8.1,17795,8.0,8.0
tt0014440,7.0,533,7.2,7.0
tt0014463,6.5,375,6.9,7.0
tt0014497,7.0,826,7.2,7.0
tt0014532,6.8,1915,6.9,7.0
tt0014604,6.4,157,7.1,7.0
tt0014605,6.8,390,7.0,7.0
tt0014606,6.2,117,6.5,7.0
tt0014611,7.4,1532,7.4,8.0
tt0014624,7.0,4735,7.1,7.0
tt0014636,6.2,786,8.0,9.0
tt0014721,5.9,131,6.1,6.0
tt0014760,6.9,208,7.1,7.0
tt0014826,5.7,105,5.9,6.0
tt0014854,6.9,125,7.0,7.0
tt0014869,6.5,611,7.8,8.0
tt0014874,6.3,119,6.5,7.0
tt0014945,7.7,3024,7.9,8.0
tt0014972,7.8,3044,7.7,8.0
tt0015002,7.2,1210,7.3,7.0
tt0015016,7.2,1898,7.3,7.0
tt0015018,6.9,292,7.5,7.0
tt0015022,5.7,665,8.3,9.0
tt0015116,6.5,973,8.0,9.0
tt0015145,5.7,447,7.8,8.0
tt0015200,4.7,104,6.9,7.0
tt0015310,7.0,466,7.3,7.0
tt0015312,5.5,220,7.5,8.0
tt0015324,8.2,39634,7.9,8.0
tt0015493,6.3,200,6.4,6.0
tt0015498,6.8,430,7.1,7.0
tt0015500,5.9,310,8.1,9.0
tt0015518,5.8,121,8.4,9.0
tt0015634,6.2,767,6.3,6.0
tt0015643,7.0,177,7.4,8.0
tt0015684,6.3,491,6.7,7.0
tt0015687,6.6,243,6.8,7.0
tt0015693,6.4,681,7.5,8.0
tt0015758,7.0,415,7.1,7.0
tt0015772,6.6,1718,7.2,7.0
tt0015841,7.5,4882,7.4,8.0
tt0015863,7.2,3710,7.2,7.0
tt0015864,8.2,97480,8.1,8.0
tt0015872,6.9,151,7.0,7.0
tt0015881,8.1,8898,7.7,8.0
