imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote
tt0021746,5.9,5304,6.0,6.0
tt0021749,8.5,162668,8.3,9.0
tt0021750,7.1,1330,7.2,7.0
tt0021754,6.9,171,7.0,7.0
tt0021756,6.0,219,6.1,6.0
tt0021759,6.5,280,6.7,7.0
tt0021761,6.1,416,6.2,6.0
tt0021764,5.8,174,5.9,6.0
tt0021768,6.4,225,6.5,6.0
tt0021770,7.0,895,7.0,7.0
tt0021772,5.6,149,5.9,6.0
tt0021775,5.9,100,6.4,6.0
tt0021778,6.2,805,6.3,6.0
tt0021780,6.2,843,7.9,8.0
tt0021785,6.1,366,6.3,6.0
tt0021786,6.2,119,6.3,6.0
tt0021793,5.9,188,6.0,6.0
tt0021798,6.2,174,6.2,6.0
tt0021799,6.3,542,6.4,6.0
tt0021807,6.2,126,6.3,6.0
tt0021814,7.5,45054,7.6,8.0
tt0021820,5.7,216,5.9,6.0
tt0021825,6.1,444,6.3,6.0
tt0021826,6.0,136,6.4,7.0
tt0021828,5.7,169,5.7,6.0
tt0021829,6.0,149,6.2,6.0
tt0021840,6.0,131,6.1,6.0
tt0021845,5.6,188,5.8,6.0
tt0021847,6.4,111,7.0,7.0
tt0021859,5.2,112,5.6,6.0
tt0021861,5.7,520,6.0,6.0
tt0021865,5.9,396,6.0,6.0
tt0021873,7.3,1758,7.4,7.0
tt0021874,6.3,1263,8.0,8.0
tt0021879,5.8,206,5.9,6.0
tt0021884,7.8,63315,7.8,8.0
tt0021885,6.7,2225,6.8,7.0
tt0021889,5.4,298,5.4,5.0
tt0021890,6.7,2348,6.9,7.0
tt0021895,5.5,128,6.0,6.0
tt0021900,5.1,129,5.1,5.0
tt0021906,6.4,731,7.4,8.0
tt0021910,7.0,545,7.7,8.0
tt0021917,5.3,316,5.2,5.0
tt0021919,5.9,162,6.0,6.0
tt0021927,5.7,154,6.0,6.0
tt0021928,6.2,118,6.7,7.0
tt0021931,6.5,456,6.6,7.0
tt0021932,6.7,237,6.8,7.0
tt0021933,6.9,648,7.2,7.0
tt0021952,5.9,168,6.3,6.0
tt0021963,5.9,129,6.2,6.0
tt0021966,5.5,195,5.5,5.0
tt0021969,6.7,171,6.9,7.0
tt0021973,5.8,143,6.3,6.0
tt0021978,6.9,159,7.0,7.0
tt0021986,5.4,212,5.6,6.0
tt0021988,6.1,148,6.3,6.0
tt0021992,6.1,832,6.2,6.0
tt0022000,6.2,1336,7.8,8.0
tt0022001,6.3,464,6.5,7.0
tt0022002,6.1,213,6.3,6.0
tt0022021,5.9,425,6.0,6.0
tt0022026,5.0,296,7.3,8.0
tt0022029,5.5,134,6.9,7.0
tt0022042,6.0,107,6.2,6.0
tt0022043,6.0,130,6.2,6.0
tt0022046,6.0,258,6.0,6.0
tt0022054,6.8,1212,7.8,8.0
tt0022056,5.6,202,5.9,6.0
tt0022059,5.4,576,5.5,6.0
tt0022074,7.2,3148,7.7,8.0
tt0022085,6.2,183,6.4,6.0
tt0022086,6.3,343,6.5,7.0
tt0022103,6.4,554,6.6,6.0
tt0022111,6.9,2692,7.3,7.0
tt0022117,6.9,271,7.2,7.0
tt0022119,6.1,682,6.4,6.0
tt0022120,5.0,134,5.4,5.5
tt0022134,5.7,234,6.0,6.0
tt0022135,5.7,144,5.7,6.0
tt0022139,6.3,119,6.7,7.0
tt0022149,6.3,554,6.4,6.0
tt0022151,7.0,430,7.2,7.0
tt0022153,7.2,1808,7.3,7.0
tt0022158,7.5,11207,7.6,8.0
tt0022172,5.4,322,5.7,6.0
tt0022173,6.2,251,6.3,6.0
tt0022177,5.6,159,5.8,6.0
tt0022178,6.5,139,6.8,7.0
tt0022180,5.6,206,5.7,6.0
tt0022183,7.6,2432,7.6,8.0
tt0022191,5.7,361,5.9,6.0
tt0022197,5.6,157,5.7,6.0
tt0022198,5.3,412,8.1,8.0
tt0022204,6.7,105,6.7,7.0
tt0022208,7.1,3212,7.1,7.0
tt0022236,6.5,1091,6.6,7.0
tt0022243,5.1,596,5.5,5.0
tt0022246,6.8,473,7.9,8.0
tt0022251,7.0,2143,7.1,7.0
tt0022254,6.1,754,6.2,6.0
tt0022259,6.7,209,7.0,7.0
tt0022261,5.9,126,6.7,6.0
tt0022264,6.5,1264,7.4,8.0
tt0022265,4.4,273,4.5,4.0
tt0022268,6.9,2719,6.9,7.0
tt0022273,6.4,235,6.6,7.0
tt0022276,6.9,1643,7.0,7.0
tt0022279,6.8,1049,6.9,7.0
tt0022285,6.5,191,6.6,7.0
tt0022286,7.7,17299,7.7,8.0
tt0022290,6.4,171,6.6,7.0
tt0022293,5.9,317,6.1,6.0
tt0022296,5.7,123,6.4,6.0
tt0022297,6.2,189,6.5,6.0
tt0022303,6.4,239,6.6,7.0
tt0022308,5.9,255,5.9,6.0
tt0022317,4.6,146,4.7,5.0
tt0022321,6.5,234,6.6,7.0
tt0022326,5.9,150,6.0,6.0
tt0022331,5.9,228,6.1,6.0
tt0022335,7.0,1175,7.2,7.0
tt0022353,5.8,280,5.9,6.0
tt0022357,6.3,740,6.5,6.0
tt0022360,7.0,412,7.0,7.0
tt0022373,6.0,316,6.0,6.0
tt0022381,5.1,109,5.3,5.0
tt0022382,5.7,420,5.7,6.0
tt0022386,6.7,787,6.7,7.0
tt0022391,5.0,136,5.2,5.0
tt0022395,5.8,2809,5.9,6.0
tt0022397,6.3,670,6.3,6.0
tt0022403,6.8,1722,7.0,7.0
tt0022404,6.5,344,6.7,7.0
tt0022409,4.4,114,4.4,4.5
tt0022412,6.0,165,6.2,6.0
tt0022418,5.5,216,5.6,5.0
tt0022425,6.1,295,6.2,6.0
tt0022428,6.4,344,6.5,7.0
tt0022430,6.3,551,6.4,7.0
tt0022432,5.5,135,5.7,6.0
tt0022433,6.6,102,6.9,7.0
tt0022435,6.0,411,6.1,6.0
tt0022436,7.6,1527,7.7,8.0
tt0022437,6.0,175,6.1,6.0
tt0022440,6.2,280,6.2,6.0
tt0022453,6.4,1074,6.6,7.0
tt0022454,6.8,1741,7.0,7.0
tt0022458,7.5,4879,7.5,8.0
tt0022463,6.1,155,6.5,6.0
tt0022469,6.6,654,6.7,7.0
tt0022478,5.4,407,5.7,6.0
tt0022481,5.7,116,6.1,6.0
tt0022484,5.7,222,5.9,6.0
tt0022489,6.5,1330,7.8,8.0
tt0022495,6.2,868,6.5,7.0
tt0022500,6.6,162,6.7,7.0
tt0022501,5.8,248,6.7,6.0
tt0022517,6.7,360,6.8,7.0
tt0022523,6.0,216,6.1,6.0
tt0022537,6.0,140,6.3,6.0
tt0022550,7.5,2406,7.5,8.0
tt0022551,6.1,638,6.7,7.0
tt0022572,6.2,120,6.3,6.0
tt0022582,6.3,157,6.6,6.0
tt0022613,6.7,263,6.9,7.0
tt0022614,6.0,291,6.2,6.0
tt0022615,6.4,378,6.6,7.0
tt0022619,6.0,240,6.1,6.0
tt0022626,7.4,1782,7.5,7.0
tt0022628,6.4,964,6.5,7.0
tt0022635,6.2,460,7.3,8.0
tt0022639,6.9,946,7.1,7.0
tt0022641,6.4,572,6.6,6.0
tt0022644,6.3,131,6.4,7.0
tt0022651,6.9,544,7.2,7.0
tt0022660,6.8,1070,6.9,7.0
tt0022663,6.2,222,6.3,6.0
tt0022675,6.9,188,7.2,7.0
tt0022676,6.1,533,6.3,6.0
tt0022681,5.8,465,6.0,6.0
tt0022682,5.6,228,7.3,7.0
tt0022685,6.5,1454,6.7,7.0
tt0022689,6.1,1068,6.1,6.0
tt0022696,6.9,473,7.2,7.0
tt0022698,7.1,4255,7.2,7.0
tt0022700,6.5,1114,7.9,9.0
tt0022725,7.6,838,7.6,8.0
tt0022731,5.6,224,5.7,6.0
tt0022733,6.7,117,6.8,7.0
tt0022735,6.8,1438,7.2,7.0
tt0022737,7.0,677,7.2,7.0
tt0022748,5.5,277,5.6,6.0
tt0022751,6.1,332,6.2,6.0
tt0022753,6.3,869,6.4,6.0
tt0022755,6.1,411,7.7,9.0
tt0022775,6.9,888,6.9,7.0
tt0022778,6.3,237,6.5,6.0
tt0022784,6.0,274,6.1,6.0
tt0022788,5.4,272,6.5,6.0
tt0022789,5.9,147,6.1,6.0
tt0022792,6.2,1028,6.4,6.0
tt0022796,6.5,557,7.0,7.0
tt0022799,6.1,106,6.2,6.0
tt0022802,7.0,1012,7.3,7.0
tt0022814,6.4,452,6.4,6.0
tt0022824,5.9,122,6.1,6.0
tt0022827,6.4,2739,6.5,6.0
tt0022834,6.8,1593,7.7,8.0
tt0022835,7.6,12225,7.6,8.0
tt0022854,7.0,891,7.1,7.0
tt0022864,6.0,122,6.1,6.0
tt0022873,6.8,470,6.9,7.0
tt0022876,6.5,271,6.7,7.0
tt0022879,6.5,4957,6.6,7.0
tt0022882,5.7,496,7.8,8.0
tt0022888,6.3,101,6.5,7.0
tt0022890,5.9,228,6.1,6.0
tt0022897,6.5,506,6.5,7.0
tt0022905,6.9,1283,7.0,7.0
tt0022913,7.9,41173,7.9,8.0
tt0022918,5.8,177,5.9,6.0
tt0022934,5.5,102,5.5,6.0
tt0022938,6.1,235,6.3,6.0
tt0022941,4.7,129,4.8,5.0
tt0022958,7.4,16927,7.5,8.0
tt0022961,6.1,357,6.5,7.0
tt0022971,6.3,481,6.5,7.0
tt0022979,6.3,722,6.4,6.0
tt0022981,5.6,559,5.7,6.0
tt0022987,6.3,506,6.5,6.0
tt0022990,6.8,570,6.9,7.0
tt0022991,6.0,1051,6.3,6.0
tt0023007,6.6,438,6.8,7.0
tt0023013,6.3,176,6.4,6.0
tt0023027,7.6,11594,7.7,8.0
tt0023028,6.6,893,6.6,7.0
tt0023034,5.8,207,5.8,6.0
tt0023038,5.4,493,5.8,6.0
tt0023042,8.2,11390,7.9,8.0
tt0023049,7.0,1566,7.2,7.0
tt0023055,6.1,155,6.6,7.0
tt0023066,6.1,152,6.1,6.0
tt0023074,7.3,1745,7.4,8.0
tt0023088,6.3,474,7.3,7.0
tt0023092,5.5,126,5.5,5.0
tt0023101,6.6,805,6.7,7.0
tt0023108,6.3,223,6.5,6.0
tt0023109,6.3,136,6.2,6.0
tt0023110,6.2,291,6.6,7.0
tt0023117,6.1,317,6.4,6.0
tt0023119,6.2,119,5.9,6.0
tt0023121,6.9,262,7.2,7.0
tt0023125,6.6,704,6.7,7.0
tt0023132,6.1,405,6.8,7.0
tt0023139,6.4,355,6.6,7.0
tt0023145,5.8,271,5.9,6.0
tt0023151,6.5,621,6.5,7.0
tt0023153,5.8,389,6.0,6.0
tt0023157,6.4,381,6.5,6.0
tt0023158,7.6,3497,7.6,8.0
tt0023162,5.9,129,6.2,6.0
tt0023169,6.2,281,6.3,6.0
tt0023175,6.4,438,6.6,7.0
tt0023180,6.5,561,6.7,7.0
tt0023181,7.1,922,7.5,8.0
tt0023187,6.5,155,6.5,7.0
tt0023194,6.3,2960,6.4,6.0
tt0023196,6.6,3209,6.8,7.0
tt0023198,6.9,469,7.0,7.0
tt0023202,6.6,823,6.7,7.0
tt0023208,6.3,104,6.4,6.0
tt0023209,6.0,157,6.0,6.0
tt0023213,6.8,825,6.8,7.0
tt0023221,5.0,134,5.4,5.0
tt0023225,6.9,1040,7.1,7.0
tt0023228,6.2,124,6.5,6.0
tt0023230,6.1,451,6.2,6.0
tt0023236,4.1,795,4.3,4.0
tt0023238,7.2,10149,7.2,7.0
tt0023240,7.1,449,7.1,7.0
tt0023241,7.2,1321,7.2,7.0
tt0023243,5.6,360,5.8,6.0
tt0023245,7.1,22728,7.3,7.0
tt0023247,4.8,103,5.0,5.0
tt0023249,6.4,3691,6.4,6.0
tt0023262,5.3,182,5.6,6.0
tt0023266,6.8,615,6.9,7.0
tt0023268,7.0,335,7.1,7.0
tt0023271,6.9,317,7.0,7.0
tt0023277,6.6,1018,6.8,7.0
tt0023278,6.6,292,6.8,7.0
tt0023285,5.8,4352,5.9,6.0
tt0023293,7.1,8877,7.3,7.0
tt0023302,6.4,160,6.9,7.0
tt0023303,7.2,2078,7.3,7.0
tt0023305,7.5,3326,8.0,8.0
tt0023316,6.4,177,6.6,6.0
tt0023322,5.9,437,6.2,6.0
tt0023326,6.9,508,7.0,7.0
tt0023327,7.0,1001,7.2,7.0
tt0023333,5.3,169,5.6,5.0
tt0023334,5.9,126,6.1,6.0
tt0023335,6.6,520,6.8,7.0
tt0023342,5.9,249,6.0,6.0
tt0023349,6.2,1046,7.7,8.0
tt0023352,5.7,240,5.7,6.0
tt0023358,6.4,203,6.6,7.0
tt0023362,6.4,1368,6.5,6.0
tt0023369,6.9,2318,7.0,7.0
tt0023374,6.6,901,6.7,7.0
tt0023382,7.3,3716,7.4,7.0
tt0023384,5.6,173,5.8,6.0
tt0023385,7.0,2650,7.2,7.0
tt0023394,6.5,897,6.9,7.0
tt0023395,5.8,3895,6.0,6.0
tt0023396,5.5,560,5.6,5.0
tt0023406,5.4,100,5.5,5.0
tt0023407,6.3,200,6.4,6.0
tt0023410,6.6,420,6.7,7.0
tt0023424,4.4,182,4.8,4.0
tt0023427,7.8,24697,7.7,8.0
tt0023447,5.8,236,6.0,6.0
tt0023455,6.3,104,6.5,7.0
tt0023456,5.8,325,6.1,6.0
tt0023460,5.7,131,5.7,5.0
tt0023464,6.4,618,6.6,7.0
tt0023469,6.0,484,6.1,6.0
tt0023470,6.9,1940,7.0,7.0
tt0023472,6.4,325,6.6,6.0
tt0023478,5.2,138,5.4,5.0
tt0023479,6.1,232,6.2,6.0
tt0023480,6.3,117,6.4,6.0
tt0023486,7.2,684,7.2,7.0
tt0023488,6.9,1100,7.1,7.0
tt0023491,6.9,1378,7.3,7.0
tt0023495,5.5,151,5.7,6.0
tt0023498,5.8,874,6.1,6.0
tt0023507,6.7,326,6.9,7.0
tt0023520,5.4,139,5.5,5.0
tt0023523,5.7,633,5.9,6.0
tt0023524,5.7,126,5.8,6.0
tt0023525,6.3,430,6.4,6.0
tt0023527,6.9,102,7.1,7.0
tt0023528,5.1,184,5.4,5.0
tt0023529,5.9,254,6.2,6.0
tt0023537,6.9,372,7.0,7.0
tt0023545,6.1,345,6.4,6.0
tt0023549,5.4,184,5.7,5.0
tt0023551,7.0,6864,7.3,7.0
tt0023556,6.7,1158,6.8,7.0
tt0023560,5.8,347,6.1,6.0
tt0023567,6.3,283,6.3,6.0
tt0023580,6.8,128,6.8,7.0
tt0023581,6.2,554,6.4,6.0
tt0023582,6.3,1092,6.4,6.0
tt0023583,5.8,669,6.0,6.0
tt0023584,6.7,537,6.7,7.0
tt0023589,6.6,529,6.7,7.0
tt0023590,7.2,3280,7.3,7.0
tt0023594,6.4,812,6.5,7.0
tt0023601,6.6,118,6.9,7.0
tt0023604,6.1,140,6.0,6.0
tt0023622,8.0,12531,8.1,8.0
tt0023625,6.2,181,6.4,6.0
tt0023629,6.9,910,7.0,7.0
tt0023631,5.7,340,5.8,5.0
tt0023635,6.1,157,6.3,6.0
tt0023642,7.0,784,7.0,7.0
tt0023646,6.5,107,6.7,6.0
tt0023652,5.7,253,5.7,6.0
tt0023655,5.0,120,5.0,5.0
tt0023659,6.9,625,7.1,7.0
tt0023673,6.7,129,6.7,7.0
tt0023677,5.7,251,5.8,6.0
tt0023681,6.1,565,7.4,8.0
tt0023684,5.5,246,5.7,6.0
tt0023685,6.3,395,6.5,7.0
tt0023686,7.1,2110,7.6,8.0
tt0023694,6.3,9031,6.5,7.0
tt0023701,6.1,469,6.3,6.0
tt0023706,5.3,194,5.4,5.0
tt0023716,6.1,360,6.3,6.0
tt0023719,6.5,191,6.6,7.0
tt0023720,6.2,175,6.5,6.0
tt0023731,6.9,2345,7.2,7.0
tt0023737,6.3,297,6.4,6.0
tt0023740,5.8,101,6.1,6.0
tt0023742,6.1,258,6.3,6.0
tt0023744,6.4,232,6.6,7.0
tt0023749,6.1,106,6.3,6.0
tt0023753,6.4,1861,6.6,7.0
tt0023758,5.9,167,6.0,6.0
tt0023759,6.1,558,6.3,6.0
tt0023761,6.4,291,6.6,7.0
tt0023769,6.1,171,6.5,6.0
tt0023775,7.6,6055,7.6,8.0
tt0023778,5.9,489,6.1,6.0
tt0023785,6.6,345,6.9,7.0
tt0023786,6.4,708,6.6,7.0
tt0023790,5.9,263,6.1,6.0
tt0023793,5.9,226,5.9,6.0
tt0023794,6.5,695,6.7,7.0
tt0023808,4.7,127,5.0,5.0
tt0023814,7.0,3403,7.1,7.0
tt0023816,6.1,146,6.3,6.0
tt0023817,6.6,455,6.8,7.0
tt0023818,6.9,298,7.0,7.0
tt0023825,7.1,2247,7.3,7.0
tt0023838,6.9,435,7.0,7.0
tt0023842,6.4,226,6.5,7.0
tt0023846,6.0,160,6.2,6.0
tt0023847,6.2,196,7.1,8.0
tt0023848,5.8,226,5.9,6.0
tt0023856,6.7,1078,7.0,7.0
tt0023860,6.6,126,6.9,7.0
tt0023872,6.6,370,6.6,7.0
tt0023876,5.8,4442,6.0,6.0
tt0023878,6.3,346,6.4,6.0
tt0023880,6.0,489,6.2,6.0
tt0023881,5.9,378,8.1,9.0
tt0023887,6.6,216,6.7,7.0
tt0023891,6.3,1290,6.4,6.0
tt0023893,6.1,271,6.4,6.0
tt0023896,5.9,136,6.1,6.0
tt0023899,6.0,374,6.1,6.0
tt0023900,6.0,173,6.3,6.0
tt0023909,5.7,116,5.9,6.0
tt0023911,7.5,1079,7.6,8.0
tt0023926,6.7,1968,6.8,7.0
tt0023932,6.3,220,6.4,6.0
tt0023935,6.0,935,6.2,6.0
tt0023938,6.3,350,6.4,6.0
tt0023940,7.5,5548,7.6,8.0
tt0023943,7.2,1713,7.3,7.0
tt0023945,6.0,127,6.2,6.0
tt0023949,6.5,264,7.0,7.0
tt0023955,6.5,507,6.6,7.0
tt0023956,6.5,301,6.7,7.0
tt0023957,5.8,117,5.9,6.0
tt0023960,6.8,1064,7.0,7.0
tt0023969,7.8,54717,7.9,8.0
tt0023973,7.1,1024,7.1,7.0
tt0023982,6.1,442,6.4,6.0
tt0023984,6.0,141,6.0,6.0
tt0023985,6.4,830,6.5,7.0
tt0023986,7.1,1069,7.3,7.0
tt0023990,7.0,356,7.2,7.0
tt0023992,6.7,628,6.8,7.0
tt0023993,6.6,1183,7.0,7.0
tt0023996,6.1,108,6.2,6.0
tt0024005,6.2,753,7.6,8.0
tt0024008,6.7,1527,6.7,7.0
tt0024025,6.6,3275,6.8,7.0
tt0024028,7.6,4716,7.7,8.0
tt0024034,7.4,10490,7.6,8.0
tt0024037,6.8,312,7.1,7.0
tt0024040,6.5,216,6.5,6.0
tt0024044,6.4,1150,6.5,7.0
tt0024048,6.1,162,6.2,6.0
tt0024054,6.2,336,6.3,6.0
tt0024055,5.9,2181,6.0,6.0
tt0024062,6.7,302,6.8,7.0
tt0024067,6.1,1699,7.9,9.0
tt0024073,6.9,175,7.2,7.0
tt0024075,6.3,411,6.5,6.0
tt0024078,5.7,261,5.9,6.0
tt0024083,6.9,731,7.0,7.0
tt0024090,6.7,653,6.8,7.0
tt0024092,6.3,446,6.5,6.0
tt0024097,6.1,146,6.3,6.0
tt0024100,6.6,432,6.7,7.0
tt0024104,6.7,127,6.7,7.0
tt0024122,6.4,301,6.7,7.0
tt0024124,5.7,578,5.9,6.0
tt0024130,6.8,1313,7.0,7.0
tt0024139,6.5,229,7.1,7.0
tt0024144,6.5,538,7.2,7.0
tt0024151,6.3,470,6.4,6.0
tt0024157,6.5,155,6.9,7.0
tt0024160,6.0,284,6.0,6.0
tt0024161,6.9,149,7.0,7.0
tt0024166,6.9,2837,7.1,7.0
tt0024170,6.0,240,6.3,6.0
tt0024176,4.9,247,5.2,5.0
tt0024183,7.0,1160,7.2,7.0
tt0024184,7.7,29291,7.6,8.0
tt0024188,7.4,7933,7.5,8.0
tt0024193,6.6,109,6.9,7.0
tt0024199,5.2,124,5.5,5.0
tt0024210,6.9,2972,7.0,7.0
tt0024211,6.4,475,6.5,7.0
tt0024216,7.9,77507,7.8,8.0
tt0024219,6.8,132,6.8,7.0
tt0024221,6.9,188,6.8,7.0
tt0024222,6.6,334,6.8,7.0
tt0024238,6.7,1324,6.8,7.0
tt0024239,7.0,1533,7.1,7.0
tt0024240,7.4,3709,7.5,8.0
tt0024257,6.7,447,6.9,7.0
tt0024258,6.5,402,6.7,7.0
tt0024262,7.1,1109,7.1,7.0
tt0024264,7.2,6254,7.3,7.0
tt0024269,7.1,218,7.2,7.0
tt0024276,6.5,135,6.5,6.0
tt0024288,6.2,141,6.4,6.0
tt0024293,5.4,441,5.6,5.0
tt0024301,5.6,153,5.8,6.0
tt0024302,7.2,1321,7.3,7.0
tt0024307,6.5,353,6.7,7.0
tt0024308,6.3,176,6.6,7.0
tt0024314,7.0,1370,7.1,7.0
tt0024320,5.6,242,6.0,6.0
tt0024323,6.0,249,6.2,6.0
tt0024325,6.1,301,6.5,7.0
tt0024334,7.0,1196,7.1,7.0
tt0024339,6.7,413,6.8,7.0
tt0024353,6.4,2589,6.6,7.0
tt0024359,6.2,447,6.3,6.0
tt0024360,6.5,953,6.7,7.0
tt0024368,6.8,4509,6.9,7.0
tt0024373,6.2,276,6.4,6.0
tt0024381,6.2,766,6.4,6.0
tt0024382,5.7,454,5.8,6.0
tt0024388,5.9,323,6.2,6.0
tt0024396,6.6,221,6.7,7.0
tt0024405,4.9,310,5.2,5.0
tt0024411,6.8,440,7.0,7.0
tt0024414,6.6,544,6.7,7.0
tt0024418,7.5,315,7.5,8.0
tt0024421,6.2,651,6.5,6.0
tt0024426,6.6,855,7.0,7.0
tt0024429,6.4,251,6.4,7.0
tt0024433,6.3,1369,8.0,9.0
tt0024435,6.8,879,7.0,7.0
tt0024436,5.8,638,7.3,8.0
tt0024443,5.7,112,5.7,6.0
tt0024444,5.9,101,5.8,6.0
tt0024448,6.3,143,6.7,7.0
tt0024450,7.1,1363,7.2,7.0
tt0024453,7.2,533,7.4,7.0
tt0024455,6.4,119,6.6,7.0
tt0024465,6.8,579,6.9,7.0
tt0024471,6.6,577,6.7,7.0
tt0024473,7.1,3598,7.1,7.0
tt0024475,6.4,689,6.5,7.0
tt0024476,6.2,535,6.3,6.0
tt0024484,6.7,734,6.8,7.0
tt0024496,6.1,252,5.8,6.0
tt0024500,5.5,908,5.7,6.0
tt0024501,6.1,163,6.2,6.0
tt0024506,5.7,347,5.8,6.0
tt0024507,6.6,559,7.2,7.0
tt0024514,6.6,183,6.8,7.0
tt0024516,5.4,1032,5.6,5.0
tt0024524,6.2,139,6.4,6.0
tt0024537,6.4,303,6.7,7.0
tt0024538,6.4,645,6.6,7.0
tt0024539,6.5,578,7.2,7.0
tt0024548,6.3,5256,6.5,7.0
tt0024549,6.0,361,6.0,6.0
tt0024553,5.9,137,6.1,6.0
tt0024554,5.3,822,5.5,5.0
tt0024559,6.1,140,6.1,6.0
tt0024560,6.9,396,7.2,7.0
tt0024561,6.8,500,7.0,7.0
tt0024570,6.2,123,6.7,7.0
tt0024590,6.4,237,6.6,7.0
tt0024592,5.6,339,5.7,6.0
tt0024593,5.7,3835,5.9,6.0
tt0024594,5.9,159,6.1,6.0
tt0024598,6.8,613,6.9,7.0
tt0024601,7.6,7655,7.7,8.0
tt0024605,5.7,334,5.9,6.0
tt0024609,6.1,213,6.2,6.0
tt0024610,6.8,731,6.9,7.0
tt0024616,5.9,206,6.2,6.0
tt0024617,7.1,1186,7.2,7.0
tt0024620,6.9,409,7.0,7.0
tt0024625,5.7,803,5.7,6.0
tt0024628,4.8,105,5.1,5.0
tt0024631,6.2,541,6.3,6.0
tt0024633,6.6,356,6.8,7.0
tt0024645,5.1,585,5.8,5.0
tt0024647,5.9,472,6.1,6.0
tt0024656,6.5,125,6.8,7.0
tt0024663,5.6,352,5.7,6.0
tt0024664,6.5,374,6.8,7.0
tt0024668,6.7,107,6.7,7.0
tt0024672,6.8,418,7.1,7.0
tt0024674,6.4,458,6.6,7.0
tt0024675,5.9,967,6.0,6.0
tt0024679,5.7,236,6.0,6.0
tt0024684,6.8,795,6.9,7.0
tt0024685,6.7,532,6.8,7.0
tt0024701,7.0,596,7.2,7.0
tt0024704,6.7,307,6.9,7.0
tt0024727,5.7,2137,5.8,6.0
tt0024736,6.8,374,7.0,7.0
tt0024742,6.4,172,6.6,7.0
tt0024747,6.0,1253,6.1,6.0
tt0024757,6.1,212,6.2,6.0
tt0024762,5.8,405,5.7,6.0
tt0024763,6.8,880,7.0,7.0
tt0024768,5.5,152,5.6,5.0
tt0024769,6.5,297,6.5,7.0
tt0024770,5.9,350,6.2,6.0
tt0024771,6.1,179,6.2,6.0
tt0024772,7.5,1771,7.5,8.0
tt0024781,6.5,188,6.6,7.0
tt0024782,4.4,155,4.7,5.0
tt0024785,7.4,941,7.5,8.0
tt0024786,6.7,382,6.9,7.0
tt0024787,4.7,440,5.0,5.0
tt0024800,6.7,419,6.8,7.0
tt0024805,5.1,828,5.4,5.0
tt0024808,5.7,114,6.1,6.0
tt0024809,6.1,301,7.2,7.0
tt0024816,6.1,333,6.1,6.0
tt0024819,6.3,374,6.4,6.0
tt0024831,7.0,1057,7.2,7.0
tt0024851,6.1,210,6.2,6.0
tt0024852,7.2,5901,7.5,8.0
tt0024854,6.7,834,6.8,7.0
tt0024855,6.3,256,6.2,6.0
tt0024865,7.0,1598,7.1,7.0
tt0024867,6.2,218,6.3,6.0
tt0024868,5.9,143,6.1,6.0
tt0024873,6.4,581,6.6,7.0
tt0024890,6.4,824,6.7,7.0
tt0024892,6.2,151,6.4,6.0
tt0024894,7.0,9155,7.2,7.0
tt0024895,6.0,534,6.1,6.0
tt0024897,6.1,207,6.3,6.0
tt0024902,5.4,1353,5.6,5.0
tt0024903,6.7,276,6.8,7.0
tt0024906,6.3,991,6.3,6.0
tt0024910,5.7,115,5.9,6.0
tt0024914,7.3,1976,7.4,7.0
tt0024915,6.2,460,6.2,6.0
tt0024916,6.7,881,6.7,7.0
tt0024932,7.0,294,7.2,7.0
tt0024933,6.4,263,6.5,6.0
tt0024939,5.7,163,5.8,6.0
tt0024951,6.4,658,7.7,8.0
tt0024952,6.2,102,6.3,6.0
tt0024958,7.0,658,7.0,7.0
tt0024960,6.4,365,6.8,7.0
tt0024961,6.7,1133,6.9,7.0
tt0024962,6.4,560,6.6,6.0
tt0024963,6.2,786,6.2,6.0
tt0024965,6.1,275,6.2,6.0
tt0024968,7.1,1813,7.6,8.0
tt0024969,6.4,422,7.9,9.0
tt0024978,6.4,127,6.5,6.0
tt0024981,6.2,190,6.3,6.0
tt0024989,6.7,954,6.8,7.0
tt0024991,6.8,3331,6.9,7.0
tt0024992,6.4,260,6.6,7.0
tt0025004,7.5,2399,7.6,8.0
tt0025009,7.0,413,7.1,7.0
tt0025011,5.4,132,6.9,7.0
tt0025025,5.9,151,6.4,6.0
tt0025028,7.1,1773,7.2,7.0
tt0025031,6.0,266,6.2,6.0
tt0025034,6.3,401,6.4,6.0
tt0025037,7.1,1631,7.2,7.0
tt0025038,6.0,151,6.1,6.0
tt0025039,6.1,287,6.4,6.0
tt0025040,6.7,117,6.8,7.0
tt0025046,6.4,158,6.5,7.0
tt0025066,5.0,178,5.0,5.0
tt0025068,6.3,269,6.4,6.0
tt0025069,6.4,462,6.5,6.0
tt0025075,3.5,111,3.7,4.0
tt0025076,6.5,300,6.8,7.0
tt0025091,6.9,1387,7.0,7.0
tt0025094,6.7,483,7.0,7.0
tt0025101,6.8,1306,7.2,7.0
tt0025117,6.4,433,6.6,6.0
tt0025118,5.7,152,5.8,6.0
tt0025119,6.2,217,6.3,6.0
tt0025124,5.7,629,5.9,6.0
tt0025129,6.7,1401,7.2,7.0
tt0025132,6.4,1057,6.4,6.0
tt0025134,6.2,517,6.3,6.0
tt0025151,6.6,182,6.6,7.0
tt0025161,6.6,838,6.7,7.0
tt0025163,6.5,443,6.7,7.0
